[请求时间]: 2026-3-2 09:42:31 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/login | [请求方法]: POST | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: {"username":"admin","password":"12345678"} | [自定义内容]: -
[请求时间]: 2026-3-2 15:59:14 | [日志级别]: ERROR | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=NaN | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: "adult_status" must be a number
[请求时间]: 2026-3-2 16:00:19 | [日志级别]: ERROR | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=NaN | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: "adult_status" must be a number
[请求时间]: 2026-3-2 16:00:48 | [日志级别]: ERROR | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=NaN | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: "adult_status" must be a number
[请求时间]: 2026-3-2 16:00:59 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:00:59 | [日志级别]: ERROR | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=NaN | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: "adult_status" must be a number
[请求时间]: 2026-3-2 16:00:59 | [日志级别]: ERROR | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=NaN | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: "adult_status" must be a number
[请求时间]: 2026-3-2 16:01:24 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=0 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:01:29 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=0 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:02:03 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=0 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:02:20 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=0 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:03:58 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=0 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:04:54 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=0 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:04:58 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/user/loginUser/detail | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:04:58 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:04:58 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:05:00 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=1 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:05:03 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10&adult_status=2 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:05:04 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:05:19 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:12:04 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/adultLogs?question_bank_id=4 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:12:14 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/adultLogs?question_bank_id=5 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:13:29 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:13:33 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:25:01 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:25:01 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:25:05 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
[请求时间]: 2026-3-2 16:25:10 | [日志级别]: INFO | [客户端IP]: ::1 | [请求URL]: /api/questionBank/list?page_no=1&page_size=10 | [请求方法]: GET | [浏览器]: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36  | [Body参数]: - | [自定义内容]: -
